,NOME,TELEFONE,CATEGORIA,SUBCATEGORIA,CIDADE,UF,EMAIL,EMPRESA,STATUS,ULTIMA_COMPRA,ORIGEM_LEAD,DATA_CADASTRO,RESPONSAVEL,PRIORIDADE,VALOR_POTENCIAL,ETAPA_FUNIL,PROXIMO_CONTATO,OBSERVACOES,TAGS,TELEFONE_2,WHATSAPP,LINKEDIN,INSTAGRAM,CARGO,,CEP,ID_CONTATO,LEAD_SCORE,RESPONSAVEL,DATA_CADASTRO,DATA_ULTIMA_INTERACAO
FALSE,Bruno Pereira,5518926436997,CLIENTE,Atacado,Bauru,SP,bruno.pereira@email.com,Atacado Souza,ATIVO,2025-05-03,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruna Oliveira,5517991123560,CLIENTE,Atacado,Tupa,SP,bruna.oliveira@email.com,Atacado Silva,ATIVO,2025-02-15,,,,,,,,,,,,,,,,,,,,,
FALSE,Carlos Souza,5514948499512,CLIENTE,Atacado,Piraju,SP,carlos.souza@email.com,Atacado Moreira,ATIVO,2025-11-25,,,,,,,,,,,,,,,,,,,,,
FALSE,Andre Pereira,5515934919823,CLIENTE,Atacado,Tupa,SP,andre.pereira@email.com,Atacado Dias,NOVO,2025-03-04,,,,,,,,,,,,,,,,,,,,,
FALSE,Ana Santos,5515955556025,CLIENTE,Atacado,Maringa,PR,ana.santos@email.com,Atacado Ribeiro,ATIVO,2025-06-27,,,,,,,,,,,,,,,,,,,,,
FALSE,Thiago Santos,5516960919516,CLIENTE,Atacado,Londrina,PR,thiago.santos@email.com,Atacado Rocha,ATIVO,2025-11-02,,,,,,,,,,,,,,,,,,,,,
FALSE,Juliana Dias,5514976069431,CLIENTE,Mobiliario,Londrina,PR,juliana.dias@email.com,Mobiliario Rodrigues,VIP,2025-01-07,,,,,,,,,,,,,,,,,,,,,
FALSE,Juliana Costa,5518982523266,CLIENTE,Exportacao,Botucatu,SP,juliana.costa@email.com,Exportacao Rodrigues,ATIVO,2025-06-20,,,,,,,,,,,,,,,,,,,,,
FALSE,Aline Lima,5518948806299,CLIENTE,Exportacao,Assis,SP,aline.lima@email.com,Exportacao Nunes,ATIVO,2025-07-21,,,,,,,,,,,,,,,,,,,,,
FALSE,Ana Souza,5518973014394,CLIENTE,Varejo,Candido Mota,SP,ana.souza@email.com,Varejo Santos,ATIVO,2025-08-17,,,,,,,,,,,,,,,,,,,,,
FALSE,Julia Ferreira,5514999024286,CLIENTE,Industrial,Campo Grande,MS,julia.ferreira@email.com,Industrial Martins,NOVO,2025-11-16,,,,,,,,,,,,,,,,,,,,,
FALSE,Larissa Souza,5517984920070,CLIENTE,Rural,Rancharia,SP,larissa.souza@email.com,Rural Rocha,NOVO,2025-12-15,,,,,,,,,,,,,,,,,,,,,
FALSE,Ricardo Almeida,5517996231213,CLIENTE,Construcao,Presidente Prudente,SP,ricardo.almeida@email.com,Construcao Mendes,ATIVO,2025-10-25,,,,,,,,,,,,,,,,,,,,,
FALSE,Maria Souza,5514975124816,CLIENTE,Rural,Assis,SP,maria.souza@email.com,Rural Rodrigues,ATIVO,2025-08-04,,,,,,,,,,,,,,,,,,,,,
FALSE,Juliana Ribeiro,5515966016738,CLIENTE,Atacado,Tupa,SP,juliana.ribeiro@email.com,Atacado Rodrigues,ATIVO,2025-01-04,,,,,,,,,,,,,,,,,,,,,
FALSE,Juliana Mendes,5517917292668,CLIENTE,Rural,Botucatu,SP,juliana.mendes@email.com,Rural Pereira,ATIVO,2025-05-17,,,,,,,,,,,,,,,,,,,,,
FALSE,Aline Pereira,5514984623458,CLIENTE,Atacado,Campo Grande,MS,aline.pereira@email.com,Atacado Rodrigues,ATIVO,2025-12-27,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Santos,5516976574627,CLIENTE,Ceramica,Avare,SP,bruno.santos@email.com,Ceramica Mendes,ATIVO,2025-11-23,,,,,,,,,,,,,,,,,,,,,
FALSE,Fernanda Martins,5514950683067,CLIENTE,Ceramica,Ourinhos,SP,fernanda.martins@email.com,Ceramica Lima,ATIVO,2025-08-11,,,,,,,,,,,,,,,,,,,,,
FALSE,Thiago Rodrigues,5518969240485,CLIENTE,Agropecuaria,Londrina,PR,thiago.rodrigues@email.com,Agropecuaria Dias,ATIVO,2025-01-12,,,,,,,,,,,,,,,,,,,,,
FALSE,Ricardo Oliveira,5516947104421,CLIENTE,Exportacao,Paraguacu Paulista,SP,ricardo.oliveira@email.com,Exportacao Carvalho,ATIVO,2025-10-06,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Mendes,5515926043471,CLIENTE,Agropecuaria,Rancharia,SP,bruno.mendes@email.com,Agropecuaria Oliveira,ATIVO,2025-12-09,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Costa,5515956592655,CLIENTE,Pecuaria,Uberlandia,MG,bruno.costa@email.com,Pecuaria Ribeiro,VIP,2025-03-22,,,,,,,,,,,,,,,,,,,,,
FALSE,Andre Alves,5514942020148,CLIENTE,Mobiliario,Campo Grande,MS,andre.alves@email.com,Mobiliario Souza,VIP,2025-06-22,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruna Rodrigues,5517968758582,CLIENTE,Agropecuaria,Botucatu,SP,bruna.rodrigues@email.com,Agropecuaria Alves,ATIVO,2025-10-28,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruna Rodrigues,5515938781385,CLIENTE,Industrial,Londrina,PR,bruna.rodrigues@email.com,Industrial Pereira,ATIVO,2025-10-11,,,,,,,,,,,,,,,,,,,,,
FALSE,Pedro Carvalho,5515946154839,CLIENTE,Industrial,Londrina,PR,pedro.carvalho@email.com,Industrial Moreira,VIP,2025-11-10,,,,,,,,,,,,,,,,,,,,,
FALSE,Julia Pereira,5518961716352,CLIENTE,Pecuaria,Piraju,SP,julia.pereira@email.com,Pecuaria Dias,ATIVO,2025-04-09,,,,,,,,,,,,,,,,,,,,,
FALSE,Thiago Carvalho,5516989190414,CLIENTE,Ceramica,Tupa,SP,thiago.carvalho@email.com,Ceramica Carvalho,VIP,2025-05-08,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Rodrigues,5518982894924,CLIENTE,Atacado,Londrina,PR,bruno.rodrigues@email.com,Atacado Carvalho,NOVO,2025-03-23,,,,,,,,,,,,,,,,,,,,,
FALSE,Aline Costa,5515952774334,CLIENTE,Atacado,Avare,SP,aline.costa@email.com,Atacado Alves,ATIVO,2025-05-13,,,,,,,,,,,,,,,,,,,,,
FALSE,Andre Silva,5514930501171,CLIENTE,Exportacao,Goiania,GO,andre.silva@email.com,Exportacao Moreira,ATIVO,2025-12-18,,,,,,,,,,,,,,,,,,,,,
FALSE,Andre Mendes,5517994948592,CLIENTE,Industrial,Assis,SP,andre.mendes@email.com,Industrial Costa,ATIVO,2025-01-14,,,,,,,,,,,,,,,,,,,,,
FALSE,Andre Rocha,5515980035216,CLIENTE,Agropecuaria,Assis,SP,andre.rocha@email.com,Agropecuaria Costa,ATIVO,2025-08-22,,,,,,,,,,,,,,,,,,,,,
FALSE,Ana Gomes,5517931223840,CLIENTE,Agropecuaria,Tupa,SP,ana.gomes@email.com,Agropecuaria Dias,ATIVO,2025-07-19,,,,,,,,,,,,,,,,,,,,,
FALSE,Lucas Nunes,5516918832517,CLIENTE,Exportacao,Uberlandia,MG,lucas.nunes@email.com,Exportacao Rodrigues,ATIVO,2025-12-26,,,,,,,,,,,,,,,,,,,,,
FALSE,Fernanda Dias,5517994229012,CLIENTE,Industrial,Uberlandia,MG,fernanda.dias@email.com,Industrial Carvalho,ATIVO,2025-03-20,,,,,,,,,,,,,,,,,,,,,
FALSE,Joao Ferreira,5515990102977,CLIENTE,Construcao,Ribeirao Preto,SP,joao.ferreira@email.com,Construcao Santos,ATIVO,2025-10-11,,,,,,,,,,,,,,,,,,,,,
FALSE,Thiago Pereira,5515949149239,CLIENTE,Pecuaria,Piraju,SP,thiago.pereira@email.com,Pecuaria Nunes,ATIVO,2025-01-09,,,,,,,,,,,,,,,,,,,,,
FALSE,Carlos Ribeiro,5517984831500,CLIENTE,Rural,Candido Mota,SP,carlos.ribeiro@email.com,Rural Nunes,ATIVO,2025-06-10,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruna Nunes,5514987070958,CLIENTE,Industrial,Presidente Prudente,SP,bruna.nunes@email.com,Industrial Dias,NOVO,2025-01-01,,,,,,,,,,,,,,,,,,,,,
FALSE,Julia Costa,5515946700211,CLIENTE,Exportacao,Londrina,PR,julia.costa@email.com,Exportacao Ribeiro,VIP,2025-06-01,,,,,,,,,,,,,,,,,,,,,
FALSE,Julia Pereira,5514945192342,CLIENTE,Mobiliario,Maringa,PR,julia.pereira@email.com,Mobiliario Gomes,ATIVO,2025-11-14,,,,,,,,,,,,,,,,,,,,,
FALSE,Juliana Souza,5517967725093,CLIENTE,Atacado,Maringa,PR,juliana.souza@email.com,Atacado Lima,ATIVO,2025-03-10,,,,,,,,,,,,,,,,,,,,,
FALSE,Joao Dias,5518933676485,CLIENTE,Rural,Avare,SP,joao.dias@email.com,Rural Rocha,NOVO,2025-09-07,,,,,,,,,,,,,,,,,,,,,
FALSE,Ricardo Santos,5517920323020,CLIENTE,Varejo,Uberlandia,MG,ricardo.santos@email.com,Varejo Nunes,NOVO,2025-03-17,,,,,,,,,,,,,,,,,,,,,
FALSE,Rafael Carvalho,5518956308180,CLIENTE,Mobiliario,Bauru,SP,rafael.carvalho@email.com,Mobiliario Rocha,ATIVO,2025-08-27,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Oliveira,5516984436995,CLIENTE,Ceramica,Maringa,PR,bruno.oliveira@email.com,Ceramica Gomes,ATIVO,2025-02-07,,,,,,,,,,,,,,,,,,,,,
FALSE,Ana Dias,5518949461420,CLIENTE,Varejo,Ribeirao Preto,SP,ana.dias@email.com,Varejo Gomes,ATIVO,2025-04-25,,,,,,,,,,,,,,,,,,,,,
FALSE,Joao Moreira,5518964951740,CLIENTE,Industrial,Assis,SP,joao.moreira@email.com,Industrial Moreira,ATIVO,2025-07-17,,,,,,,,,,,,,,,,,,,,,
FALSE,Thiago Ribeiro,5515911999447,CLIENTE,Mobiliario,Londrina,PR,thiago.ribeiro@email.com,Mobiliario Alves,NOVO,2025-12-02,,,,,,,,,,,,,,,,,,,,,
FALSE,Ana Rocha,5514993245829,CLIENTE,Rural,Maringa,PR,ana.rocha@email.com,Rural Nunes,ATIVO,2025-12-13,,,,,,,,,,,,,,,,,,,,,
FALSE,Felipe Santos,5518917589352,CLIENTE,Construcao,Presidente Prudente,SP,felipe.santos@email.com,Construcao Rocha,ATIVO,2025-06-09,,,,,,,,,,,,,,,,,,,,,
FALSE,Juliana Nunes,5515972348104,CLIENTE,Pecuaria,Piraju,SP,juliana.nunes@email.com,Pecuaria Rocha,ATIVO,2025-01-25,,,,,,,,,,,,,,,,,,,,,
FALSE,Juliana Almeida,5514968567638,CLIENTE,Industrial,Maringa,PR,juliana.almeida@email.com,Industrial Almeida,ATIVO,2025-03-24,,,,,,,,,,,,,,,,,,,,,
FALSE,Felipe Souza,5515923946716,CLIENTE,Industrial,Paraguacu Paulista,SP,felipe.souza@email.com,Industrial Ribeiro,VIP,2025-02-21,,,,,,,,,,,,,,,,,,,,,
FALSE,Patricia Gomes,5517937000634,CLIENTE,Agropecuaria,Ourinhos,SP,patricia.gomes@email.com,Agropecuaria Oliveira,ATIVO,2025-12-11,,,,,,,,,,,,,,,,,,,,,
FALSE,Maria Martins,5514985519031,CLIENTE,Agropecuaria,Rancharia,SP,maria.martins@email.com,Agropecuaria Dias,ATIVO,2025-03-27,,,,,,,,,,,,,,,,,,,,,
FALSE,Maria Rocha,5517977620397,CLIENTE,Varejo,Candido Mota,SP,maria.rocha@email.com,Varejo Silva,ATIVO,2025-10-04,,,,,,,,,,,,,,,,,,,,,
FALSE,Joao Santos,5515921456473,CLIENTE,Pecuaria,Rancharia,SP,joao.santos@email.com,Pecuaria Nunes,NOVO,2025-09-16,,,,,,,,,,,,,,,,,,,,,
FALSE,Joao Carvalho,5516943405386,CLIENTE,Rural,Ourinhos,SP,joao.carvalho@email.com,Rural Dias,NOVO,2025-11-15,,,,,,,,,,,,,,,,,,,,,
FALSE,Lucas Mendes,5517913482718,CLIENTE,Ceramica,Marilia,SP,lucas.mendes@email.com,Ceramica Silva,ATIVO,2025-04-13,,,,,,,,,,,,,,,,,,,,,
FALSE,Andre Martins,5518976119311,CLIENTE,Mobiliario,Rancharia,SP,andre.martins@email.com,Mobiliario Costa,ATIVO,2025-10-16,,,,,,,,,,,,,,,,,,,,,
FALSE,Joao Oliveira,5514992077894,CLIENTE,Agropecuaria,Marilia,SP,joao.oliveira@email.com,Agropecuaria Santos,ATIVO,2025-04-10,,,,,,,,,,,,,,,,,,,,,
FALSE,Maria Carvalho,5515933093742,CLIENTE,Industrial,Tupa,SP,maria.carvalho@email.com,Industrial Dias,VIP,2025-11-16,,,,,,,,,,,,,,,,,,,,,
FALSE,Julia Pereira,5518997168441,CLIENTE,Ceramica,Maringa,PR,julia.pereira@email.com,Ceramica Alves,ATIVO,2025-04-21,,,,,,,,,,,,,,,,,,,,,
FALSE,Thiago Martins,5517981432686,CLIENTE,Atacado,Ourinhos,SP,thiago.martins@email.com,Atacado Moreira,ATIVO,2025-05-24,,,,,,,,,,,,,,,,,,,,,
FALSE,Pedro Alves,5514971217782,CLIENTE,Exportacao,Assis,SP,pedro.alves@email.com,Exportacao Martins,NOVO,2025-05-05,,,,,,,,,,,,,,,,,,,,,
FALSE,Fernanda Silva,5515962364314,CLIENTE,Construcao,Marilia,SP,fernanda.silva@email.com,Construcao Moreira,ATIVO,2025-01-24,,,,,,,,,,,,,,,,,,,,,
FALSE,Carlos Ribeiro,5514912519292,CLIENTE,Ceramica,Ourinhos,SP,carlos.ribeiro@email.com,Ceramica Martins,NOVO,2025-01-02,,,,,,,,,,,,,,,,,,,,,
FALSE,Juliana Mendes,5514915034716,CLIENTE,Rural,Presidente Prudente,SP,juliana.mendes@email.com,Rural Martins,ATIVO,2025-08-01,,,,,,,,,,,,,,,,,,,,,
FALSE,Maria Rocha,5515975761900,CLIENTE,Pecuaria,Ribeirao Preto,SP,maria.rocha@email.com,Pecuaria Rodrigues,ATIVO,2025-03-20,,,,,,,,,,,,,,,,,,,,,
FALSE,Maria Lima,5515927428496,CLIENTE,Agropecuaria,Tupa,SP,maria.lima@email.com,Agropecuaria Oliveira,ATIVO,2025-11-15,,,,,,,,,,,,,,,,,,,,,
FALSE,Lucas Carvalho,5514965136861,CLIENTE,Rural,Paraguacu Paulista,SP,lucas.carvalho@email.com,Rural Mendes,ATIVO,2025-08-12,,,,,,,,,,,,,,,,,,,,,
FALSE,Larissa Santos,5515925597833,CLIENTE,Mobiliario,Tupa,SP,larissa.santos@email.com,Mobiliario Souza,NOVO,2025-04-09,,,,,,,,,,,,,,,,,,,,,
FALSE,Felipe Mendes,5518956736365,CLIENTE,Varejo,Avare,SP,felipe.mendes@email.com,Varejo Alves,NOVO,2025-06-17,,,,,,,,,,,,,,,,,,,,,
FALSE,Aline Alves,5518916812190,CLIENTE,Exportacao,Goiania,GO,aline.alves@email.com,Exportacao Martins,NOVO,2025-03-14,,,,,,,,,,,,,,,,,,,,,
FALSE,Felipe Silva,5517937050774,CLIENTE,Varejo,Maringa,PR,felipe.silva@email.com,Varejo Dias,ATIVO,2025-10-04,,,,,,,,,,,,,,,,,,,,,
FALSE,Patricia Pereira,5515983338412,CLIENTE,Mobiliario,Ribeirao Preto,SP,patricia.pereira@email.com,Mobiliario Rodrigues,ATIVO,2025-11-16,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Mendes,5514950144281,CLIENTE,Construcao,Avare,SP,bruno.mendes@email.com,Construcao Rocha,NOVO,2025-12-05,,,,,,,,,,,,,,,,,,,,,
FALSE,Thiago Moreira,5515953713248,CLIENTE,Ceramica,Goiania,GO,thiago.moreira@email.com,Ceramica Almeida,NOVO,2025-01-03,,,,,,,,,,,,,,,,,,,,,
FALSE,Camila Gomes,5516986585938,CLIENTE,Exportacao,Paraguacu Paulista,SP,camila.gomes@email.com,Exportacao Rodrigues,VIP,2025-07-20,,,,,,,,,,,,,,,,,,,,,
FALSE,Aline Nunes,5514933034216,CLIENTE,Ceramica,Londrina,PR,aline.nunes@email.com,Ceramica Nunes,VIP,2025-10-10,,,,,,,,,,,,,,,,,,,,,
FALSE,Patricia Nunes,5514928791308,CLIENTE,Atacado,Uberlandia,MG,patricia.nunes@email.com,Atacado Carvalho,ATIVO,2025-05-20,,,,,,,,,,,,,,,,,,,,,
FALSE,Thiago Moreira,5514978647584,CLIENTE,Pecuaria,Presidente Prudente,SP,thiago.moreira@email.com,Pecuaria Carvalho,ATIVO,2025-06-20,,,,,,,,,,,,,,,,,,,,,
FALSE,Rafael Carvalho,5516927246935,CLIENTE,Construcao,Tupa,SP,rafael.carvalho@email.com,Construcao Alves,ATIVO,2025-07-09,,,,,,,,,,,,,,,,,,,,,
FALSE,Rafael Santos,5515941799468,CLIENTE,Mobiliario,Ribeirao Preto,SP,rafael.santos@email.com,Mobiliario Rocha,ATIVO,2025-08-06,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruna Almeida,5514988060532,CLIENTE,Rural,Ribeirao Preto,SP,bruna.almeida@email.com,Rural Lima,NOVO,2025-03-13,,,,,,,,,,,,,,,,,,,,,
FALSE,Rafael Gomes,5514926376809,CLIENTE,Rural,Rancharia,SP,rafael.gomes@email.com,Rural Mendes,ATIVO,2025-07-23,,,,,,,,,,,,,,,,,,,,,
FALSE,Carlos Pereira,5516913773354,CLIENTE,Mobiliario,Bauru,SP,carlos.pereira@email.com,Mobiliario Lima,NOVO,2025-03-27,,,,,,,,,,,,,,,,,,,,,
FALSE,Juliana Rodrigues,5518956188820,CLIENTE,Mobiliario,Botucatu,SP,juliana.rodrigues@email.com,Mobiliario Souza,ATIVO,2025-10-01,,,,,,,,,,,,,,,,,,,,,
FALSE,Joao Santos,5518921557804,CLIENTE,Pecuaria,Goiania,GO,joao.santos@email.com,Pecuaria Costa,ATIVO,2025-06-07,,,,,,,,,,,,,,,,,,,,,
FALSE,Patricia Silva,5518965688974,CLIENTE,Industrial,Presidente Prudente,SP,patricia.silva@email.com,Industrial Gomes,ATIVO,2025-06-26,,,,,,,,,,,,,,,,,,,,,
FALSE,Joao Souza,5516960317533,CLIENTE,Ceramica,Avare,SP,joao.souza@email.com,Ceramica Souza,ATIVO,2025-10-22,,,,,,,,,,,,,,,,,,,,,
FALSE,Joao Santos,5518949747287,CLIENTE,Mobiliario,Goiania,GO,joao.santos@email.com,Mobiliario Oliveira,ATIVO,2025-09-05,,,,,,,,,,,,,,,,,,,,,
FALSE,Andre Nunes,5517925072973,CLIENTE,Rural,Uberlandia,MG,andre.nunes@email.com,Rural Souza,NOVO,2025-04-22,,,,,,,,,,,,,,,,,,,,,
FALSE,Fernanda Ribeiro,5518963004241,CLIENTE,Rural,Candido Mota,SP,fernanda.ribeiro@email.com,Rural Souza,ATIVO,2025-03-27,,,,,,,,,,,,,,,,,,,,,
FALSE,Ricardo Alves,5516941822727,CLIENTE,Agropecuaria,Maringa,PR,ricardo.alves@email.com,Agropecuaria Ribeiro,ATIVO,2025-12-16,,,,,,,,,,,,,,,,,,,,,
FALSE,Patricia Costa,5516997200730,CLIENTE,Exportacao,Maringa,PR,patricia.costa@email.com,Exportacao Dias,NOVO,2025-08-28,,,,,,,,,,,,,,,,,,,,,
FALSE,Ricardo Oliveira,5514937232502,CLIENTE,Pecuaria,Uberlandia,MG,ricardo.oliveira@email.com,Pecuaria Ferreira,ATIVO,2025-02-21,,,,,,,,,,,,,,,,,,,,,
FALSE,Thiago Nunes,5514931156904,CLIENTE,Atacado,Candido Mota,SP,thiago.nunes@email.com,Atacado Ribeiro,ATIVO,2025-01-07,,,,,,,,,,,,,,,,,,,,,
FALSE,Joao Lima,5514972163532,CLIENTE,Ceramica,Presidente Prudente,SP,joao.lima@email.com,Ceramica Carvalho,VIP,2025-07-27,,,,,,,,,,,,,,,,,,,,,
FALSE,Pedro Costa,5514932786376,CLIENTE,Agropecuaria,Avare,SP,pedro.costa@email.com,Agropecuaria Ribeiro,ATIVO,2025-10-17,,,,,,,,,,,,,,,,,,,,,
FALSE,Juliana Nunes,5518939606965,CLIENTE,Ceramica,Assis,SP,juliana.nunes@email.com,Ceramica Lima,ATIVO,2025-07-13,,,,,,,,,,,,,,,,,,,,,
FALSE,Felipe Gomes,5517927737270,CLIENTE,Rural,Presidente Prudente,SP,felipe.gomes@email.com,Rural Costa,VIP,2025-08-04,,,,,,,,,,,,,,,,,,,,,
FALSE,Felipe Ferreira,5515979525974,CLIENTE,Agropecuaria,Presidente Prudente,SP,felipe.ferreira@email.com,Agropecuaria Santos,VIP,2025-05-04,,,,,,,,,,,,,,,,,,,,,
FALSE,Carlos Lima,5515918353103,CLIENTE,Rural,Rancharia,SP,carlos.lima@email.com,Rural Carvalho,ATIVO,2025-05-06,,,,,,,,,,,,,,,,,,,,,
FALSE,Rafael Souza,5517985990557,CLIENTE,Industrial,Bauru,SP,rafael.souza@email.com,Industrial Martins,VIP,2025-03-17,,,,,,,,,,,,,,,,,,,,,
FALSE,Aline Oliveira,5517976135922,CLIENTE,Atacado,Botucatu,SP,aline.oliveira@email.com,Atacado Silva,VIP,2025-08-20,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Ferreira,5518944432039,CLIENTE,Atacado,Londrina,PR,bruno.ferreira@email.com,Atacado Rodrigues,VIP,2025-07-22,,,,,,,,,,,,,,,,,,,,,
FALSE,Patricia Alves,5516920917690,CLIENTE,Construcao,Presidente Prudente,SP,patricia.alves@email.com,Construcao Almeida,VIP,2025-11-19,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruna Costa,5515959163987,CLIENTE,Ceramica,Ourinhos,SP,bruna.costa@email.com,Ceramica Oliveira,VIP,2025-11-22,,,,,,,,,,,,,,,,,,,,,
FALSE,Juliana Mendes,5518990532800,CLIENTE,Atacado,Tupa,SP,juliana.mendes@email.com,Atacado Almeida,ATIVO,2025-07-06,,,,,,,,,,,,,,,,,,,,,
FALSE,Larissa Alves,5515938475596,CLIENTE,Varejo,Londrina,PR,larissa.alves@email.com,Varejo Ferreira,ATIVO,2025-06-11,,,,,,,,,,,,,,,,,,,,,
FALSE,Felipe Silva,5518921378948,CLIENTE,Pecuaria,Tupa,SP,felipe.silva@email.com,Pecuaria Dias,NOVO,2025-03-18,,,,,,,,,,,,,,,,,,,,,
FALSE,Carlos Lima,5515960909645,CLIENTE,Rural,Campo Grande,MS,carlos.lima@email.com,Rural Mendes,ATIVO,2025-12-22,,,,,,,,,,,,,,,,,,,,,
FALSE,Joao Alves,5517948388166,CLIENTE,Atacado,Paraguacu Paulista,SP,joao.alves@email.com,Atacado Martins,ATIVO,2025-09-08,,,,,,,,,,,,,,,,,,,,,
FALSE,Aline Rocha,5514976909675,CLIENTE,Industrial,Assis,SP,aline.rocha@email.com,Industrial Lima,ATIVO,2025-07-23,,,,,,,,,,,,,,,,,,,,,
FALSE,Thiago Mendes,5517920847555,CLIENTE,Atacado,Ribeirao Preto,SP,thiago.mendes@email.com,Atacado Ribeiro,ATIVO,2025-10-08,,,,,,,,,,,,,,,,,,,,,
FALSE,Lucas Almeida,5515983317186,CLIENTE,Exportacao,Paraguacu Paulista,SP,lucas.almeida@email.com,Exportacao Nunes,ATIVO,2025-07-12,,,,,,,,,,,,,,,,,,,,,
FALSE,Rafael Dias,5516972158829,CLIENTE,Atacado,Ourinhos,SP,rafael.dias@email.com,Atacado Rodrigues,ATIVO,2025-11-12,,,,,,,,,,,,,,,,,,,,,
FALSE,Pedro Souza,5515988550612,CLIENTE,Varejo,Marilia,SP,pedro.souza@email.com,Varejo Ferreira,VIP,2025-10-02,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruna Gomes,5514928196561,CLIENTE,Pecuaria,Bauru,SP,bruna.gomes@email.com,Pecuaria Carvalho,NOVO,2025-10-23,,,,,,,,,,,,,,,,,,,,,
FALSE,Fernanda Alves,5517980312325,CLIENTE,Ceramica,Uberlandia,MG,fernanda.alves@email.com,Ceramica Rocha,ATIVO,2025-08-26,,,,,,,,,,,,,,,,,,,,,
FALSE,Aline Lima,5516947517108,CLIENTE,Pecuaria,Ourinhos,SP,aline.lima@email.com,Pecuaria Oliveira,VIP,2025-12-27,,,,,,,,,,,,,,,,,,,,,
FALSE,Carlos Costa,5514920869690,CLIENTE,Pecuaria,Avare,SP,carlos.costa@email.com,Pecuaria Souza,NOVO,2025-03-18,,,,,,,,,,,,,,,,,,,,,
FALSE,Pedro Martins,5516971697271,CLIENTE,Mobiliario,Maringa,PR,pedro.martins@email.com,Mobiliario Souza,NOVO,2025-12-07,,,,,,,,,,,,,,,,,,,,,
FALSE,Rafael Costa,5518960944276,CLIENTE,Atacado,Goiania,GO,rafael.costa@email.com,Atacado Mendes,ATIVO,2025-06-26,,,,,,,,,,,,,,,,,,,,,
FALSE,Larissa Carvalho,5514912508700,CLIENTE,Atacado,Assis,SP,larissa.carvalho@email.com,Atacado Moreira,VIP,2025-09-27,,,,,,,,,,,,,,,,,,,,,
FALSE,Fernanda Almeida,5518915259118,CLIENTE,Construcao,Rancharia,SP,fernanda.almeida@email.com,Construcao Dias,ATIVO,2025-11-04,,,,,,,,,,,,,,,,,,,,,
FALSE,Andre Silva,5518954883476,CLIENTE,Pecuaria,Goiania,GO,andre.silva@email.com,Pecuaria Carvalho,ATIVO,2025-05-09,,,,,,,,,,,,,,,,,,,,,
FALSE,Aline Oliveira,5514912508305,CLIENTE,Pecuaria,Uberlandia,MG,aline.oliveira@email.com,Pecuaria Almeida,ATIVO,2025-03-16,,,,,,,,,,,,,,,,,,,,,
FALSE,Pedro Santos,5514944240454,CLIENTE,Exportacao,Goiania,GO,pedro.santos@email.com,Exportacao Alves,NOVO,2025-12-04,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Dias,5517999646412,CLIENTE,Pecuaria,Bauru,SP,bruno.dias@email.com,Pecuaria Souza,NOVO,2025-01-25,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Dias,5516987511652,CLIENTE,Rural,Rancharia,SP,bruno.dias@email.com,Rural Alves,ATIVO,2025-01-16,,,,,,,,,,,,,,,,,,,,,
FALSE,Ana Rocha,5515983177357,CLIENTE,Rural,Piraju,SP,ana.rocha@email.com,Rural Almeida,ATIVO,2025-12-16,,,,,,,,,,,,,,,,,,,,,
FALSE,Julia Lima,5515969629460,CLIENTE,Rural,Presidente Prudente,SP,julia.lima@email.com,Rural Nunes,ATIVO,2025-11-09,,,,,,,,,,,,,,,,,,,,,
FALSE,Camila Ribeiro,5514955315868,CLIENTE,Varejo,Ribeirao Preto,SP,camila.ribeiro@email.com,Varejo Pereira,ATIVO,2025-04-12,,,,,,,,,,,,,,,,,,,,,
FALSE,Lucas Santos,5518976871823,CLIENTE,Rural,Rancharia,SP,lucas.santos@email.com,Rural Almeida,ATIVO,2025-10-26,,,,,,,,,,,,,,,,,,,,,
FALSE,Julia Lima,5515934799626,CLIENTE,Industrial,Presidente Prudente,SP,julia.lima@email.com,Industrial Lima,VIP,2025-08-23,,,,,,,,,,,,,,,,,,,,,
FALSE,Thiago Ferreira,5515968961279,CLIENTE,Ceramica,Londrina,PR,thiago.ferreira@email.com,Ceramica Rocha,ATIVO,2025-02-13,,,,,,,,,,,,,,,,,,,,,
FALSE,Pedro Silva,5515983812177,CLIENTE,Mobiliario,Campo Grande,MS,pedro.silva@email.com,Mobiliario Almeida,ATIVO,2025-09-06,,,,,,,,,,,,,,,,,,,,,
